date ,invoiceId ,description ,amount ,vat ,total ,remark ,supplier ,published ,excelRecId ,project ,company ,group ,year 
11/25/2020 ,1122330,עץ תיקון פרגולה בית 6 ,68,12,80,מזומן לקאסם (אשראי של קאסם) ,שונות ,T ,1564,גדות מתן ,ביצועים ,43,2020
11/25/2020 ,188003,מוטי פרץ - חומרי בנין ,81,14,95,  ,מוטי פרץ ,T ,1881,  ,ביצועים ,74,2020
11/25/2020 ,188020,מוטי פרץ - חומרי בנין ,957,163,1120,  ,מוטי פרץ ,T ,1877,  ,ביצועים ,74,2020
11/27/2020 ,73734,טיפול לפורד ,1192,203,1394,אשראי ,  ,T ,17302,  ,יזמות ,73,2020
11/30/2020 ,1334,גילגל - ערסל לעירוני ט ,59582,10129,69711,שיק 10191 28.02.21 ,פיתוח עירוני ט ,T ,1775,פיתוח עירוני ,ביצועים ,74,2020
11/30/2020 ,  ,רואה חשבון 11 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,72,2020
11/30/2020 ,163412,ג'יוסי - 20-11 ,238,41,279,  ,ג'יוסי ,T ,17305,פיתוח עירוני ,יזמות ,73,2020
11/30/2020 ,188630,מוטי פרץ - חומרי בנין ,761,129,890,  ,מוטי פרץ ,T ,1874,  ,ביצועים ,74,2020
12/01/2020,20112437,אלשייך הנדסה ,22000,3740,25740,"העברה 13,200 בתאריך 14.10.20 + 12,540 בתאריך 01.02.21 סה""כ 25,740 ",הוצאות אייל ,T ,1996,הוצאות א ,ביצועים ,75,2020
12/01/2020,188924,מוטי פרץ - חומרי בנין ,38,7,45,  ,מוטי פרץ ,T ,1871,  ,ביצועים ,74,2020
12/01/2020,188931,מוטי פרץ - חומרי בנין ,77,13,90,  ,מוטי פרץ ,T ,1868,  ,ביצועים ,74,2020
12/01/2020,31636,אבי אייר - מיזוג ,342,58,400,  ,אייל ,T ,1713,  ,ביצועים ,74,2020
12/02/2020,25541,א.צ חומרי איטום ,930,  ,930,אשראי ,הוצאות אייל ,T ,1759,הוצאות א ,ביצועים ,74,2020
12/02/2020,1350,צדיק חיים עבודות עירוני ט 2 ,40000,6800,46800,העברה 10.12.20 ,צדיק חיים ,T ,1902,הוצאות א ,ביצועים ,73,2020
12/02/2020,189092,מוטי פרץ - חומרי בנין ,141,24,165,  ,מוטי פרץ ,T ,1865,  ,ביצועים ,74,2020
12/02/2020,3347,לימור צבעים ,40,  ,40,  ,אייל ,T ,1738,  ,ביצועים ,74,2020
12/03/2020,345789,אוזניות לטלפון ,289,  ,289,אשראי ,  ,T ,1899,  ,ביצועים ,73,2020
12/03/2020,189130,מוטי פרץ - חומרי בנין ,111,19,130,  ,מוטי פרץ ,T ,1862,  ,ביצועים ,74,2020
12/03/2020,189162,מוטי פרץ - חומרי בנין ,128,22,150,  ,מוטי פרץ ,T ,1859,  ,ביצועים ,74,2020
12/04/2020,160313,חשמלית עוז (אייל) ,525,89,614,שולם באשראי - ,חשמלית עוז ,T ,1719,  ,ביצועים ,74,2020
12/06/2020,102402,"שולחנות קק""ל ",5000,850,5850,שיק מס' 10201 ,פיתוח עירוני ט ,T ,  ,פיתוח עירוני ,ביצועים ,79,2020
12/06/2020,132741,א.צ חומרי איטום ,1425,  ,1425,  ,הוצאות אייל ,T ,1756,הוצאות א ,ביצועים ,74,2020
12/07/2020,1699,דקטלון - נעלי עבודה ,320,54,374,  ,  ,T ,1904,  ,ביצועים ,73,2020
12/07/2020,189669,מוטי פרץ - חומרי בנין ,188,32,220,  ,מוטי פרץ ,T ,1856,  ,ביצועים ,74,2020
12/07/2020,9763,חומרי בניין ,85,14,99,  ,אייל ,T ,1741,  ,ביצועים ,74,2020
12/08/2020,25611,א.צ חומרי איטום ,510,87,597,  ,אייל ,T ,1716,  ,ביצועים ,74,2020
12/09/2020,189918,מוטי פרץ - חומרי בנין ,256,44,300,  ,מוטי פרץ ,T ,1853,  ,ביצועים ,74,2020
12/09/2020,9696,ה.צ.ח - חומרי חשמל ,439,75,514,  ,אייל ,T ,1730,  ,ביצועים ,74,2020
12/10/2020,190071,מוטי פרץ - חומרי בנין ,137,23,160,  ,מוטי פרץ ,T ,1850,  ,ביצועים ,74,2020
12/10/2020,190061,מוטי פרץ - חומרי בנין ,41,7,48,  ,מוטי פרץ ,T ,1847,  ,ביצועים ,74,2020
12/10/2020,190059,מוטי פרץ - חומרי בנין ,321,54,375,  ,מוטי פרץ ,T ,1844,  ,ביצועים ,74,2020
12/11/2020,33755,חומרי בניין דור אסף ,80,  ,80,  ,אייל ,T ,1733,  ,ביצועים ,74,2020
12/13/2020 ,190376,מוטי פרץ - חומרי בנין ,1371,233,1604,  ,מוטי פרץ ,T ,1839,  ,ביצועים ,74,2020
12/13/2020 ,190457,מוטי פרץ - חומרי בנין ,513,87,600,  ,מוטי פרץ ,T ,1836,  ,ביצועים ,74,2020
12/13/2020 ,191604,מוטי פרץ - חומרי בנין ,513,87,600,  ,מוטי פרץ ,T ,1809,  ,ביצועים ,74,2020
12/13/2020 ,190320,מוטי פרץ - חומרי בנין ,812,138,950,  ,מוטי פרץ ,T ,1833,  ,ביצועים ,74,2020
12/13/2020 ,190324,מוטי פרץ - חומרי בנין ,256,44,300,  ,מוטי פרץ ,T ,1830,  ,ביצועים ,74,2020
12/14/2020 ,178401787,איקאה - ספה לאירוח ,1188,202,1390,אשראי ,  ,T ,1771,  ,ביצועים ,74,2020
12/14/2020 ,17325,קומפוסטר לעירוני ט' ,489,  ,489,  ,פיתוח עירוני ט ,T ,1725,פיתוח עירוני ,ביצועים ,74,2020
12/14/2020 ,190523,מוטי פרץ - חומרי בנין ,780,  ,780,  ,מוטי פרץ ,T ,1827,  ,ביצועים ,74,2020
12/14/2020 ,190618,מוטי פרץ - חומרי בנין ,500,85,585,  ,מוטי פרץ ,T ,1824,  ,ביצועים ,74,2020
12/18/2020 ,  ,סיום רג'טים עירוני ט - סובחי ,1100,  ,1100,מזומן לסובחי ,פיתוח עירוני ט ,T ,  ,פיתוח עירוני ,ביצועים ,74,2020
12/18/2020 ,16297,כיבוד ,230,  ,230,  ,  ,T ,17482,  ,יזמות ,74,2020
12/18/2020 ,97064,עמיאל צמיגים - תיקון פנצ'ר; ,43,7,50,  ,  ,T ,17495,  ,יזמות ,74,2020
12/20/2020 ,191413,מוטי פרץ - חומרי בנין ,1838,312,2150,  ,מוטי פרץ ,T ,1819,  ,ביצועים ,74,2020
12/21/2020 ,191554,מוטי פרץ - חומרי בנין ,120,20,140,  ,מוטי פרץ ,T ,1815,  ,ביצועים ,74,2020
12/21/2020 ,191582,מוטי פרץ - חומרי בנין ,538,92,630,  ,מוטי פרץ ,T ,1813,  ,ביצועים ,74,2020
12/22/2020 ,290773,רכישת דומיין podium ,115,19,134,  ,  ,T ,1729,  ,ביצועים ,74,2020
12/22/2020 ,191604,מוטי פרץ - חומרי בנין ,513,87,600,  ,מוטי פרץ ,T ,1810,  ,ביצועים ,74,2020
12/23/2020 ,9696,אגרת רשיון קבלן 21-22 ,994,  ,994,  ,פיתוח עירוני ט ,T ,1730,פיתוח עירוני ,ביצועים ,74,2020
12/23/2020 ,191889,מוטי פרץ - חומרי בנין ,355,60,415,  ,מוטי פרץ ,T ,1807,  ,ביצועים ,74,2020
12/28/2020 ,10937,"רו""ח ברנס - יעוץ ותכנון מס ",1000,170,1170,העברה בנקאית ,פיתוח עירוני ט ,T ,1751,פיתוח עירוני ,ביצועים ,74,2020
12/29/2020 ,6390,מתקן תליה ,1615,275,1890,אשראי ,  ,T ,1784,  ,ביצועים ,74,2020
12/30/2020 ,  ,רואה חשבון 12 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,72,2020
12/31/2020 ,  ,הלוואה 1 לאבן המוריה ,100000,  ,100000,הלוואה בנקאית ,הוצאות אייל ,T ,  ,הוצאות א ,ביצועים ,74,2020
12/31/2020 ,50007,צפריר - קבלן ריז 2 - תשלום 3 ,170940,29060,200000,שולם בשיק 10197 עבור חשבונית 50014+ 50007 ,צפריר ,T ,1896,"ריז 2 ת""א ",ביצועים ,74,2020
12/31/2020 ,1109,"יועץ תנועה פ""ת - מקדמה ",3718,632,4350,העברה בנקאית 31.12.20 ,יועץ תנועה ,T ,17490,גדות שעריה ,יזמות ,74,2020
12/31/2020 ,7001469,מעודד - ידית למכונת סיגמה ,84,14,98,  ,מעודד צבעים ,T ,17550,פיתוח עירוני ,יזמות ,74,2020
12/31/2020 ,  ,20-דצמ,25,4,29,  ,שרלי - חומרי בנין ,T ,  ,צייטלין ,ביצועים ,80,2020
01/04/2021,79242939,אגרת רשיון קבלן אלכס 21-22 ,994,  ,994,  ,פיתוח עירוני ט ,T ,2047,פיתוח עירוני ,ביצועים ,75,2021
01/07/2021,1776365,ברז מטבח ,594,101,695,שולם באשראי הפרטי כי לא מקבלים אמריקן אקספרס ,  ,T ,1988,  ,ביצועים ,75,2021
01/10/2021,55851,סימפלי ווד - תיקון ,256,44,300,שיק 10536 ,  ,T ,17758,  ,יזמות ,75,2021
01/11/2021,1884,"אגרת מינימים היתר בניה פ|""ת ",305,  ,305,  ,שונות ,T ,17762,גדות שעריה ,יזמות ,75,2021
01/12/2021,211381466,כיסא למשרד ,722,123,845,  ,  ,T ,2001,  ,ביצועים ,75,2021
01/13/2021 ,133,מקדמה - קונסטרוקטור עיסא ,5000,850,5850,העברה בנקאית ,קונסטרוטור - עיסא ,T ,17753,גדות שעריה ,יזמות ,75,2021
01/13/2021 ,5572434,פרפקט ליין - השלמות דודי בית 6 ,114,  ,114,  ,פרפקט ליין ,T ,17765,  ,יזמות ,75,2021
01/17/2021 ,17,עבודות שיפוץ גן ילדים (דוד שיפוצניק ,11250,1913,13163,העברה בנקאית - 19.01.21 ,  ,T ,5331,  ,ביצועים ,75,2021
01/20/2021 ,545,סמיון - עבודות ריז 2 ,17500,  ,17500,"העברה בנקאית לסמיון - 15 + מע""מ ",הוצאות אייל ,T ,2012,הוצאות א ,ביצועים ,75,2021
01/26/2021 ,14765,חותמת ,60,  ,60,מזומן ,  ,T ,2017,  ,ביצועים ,75,2021
01/27/2021 ,214000318,קליר זכוכיות ,721,122,843,שולם בשיק 10189 ,קליר זכוכית ,T ,2020,  ,ביצועים ,75,2021
01/30/2021 ,  ,רואה חשבון 01 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,76,2021
01/31/2021 ,7001676,מעודד - 21-01 ,100,17,117,  ,מעודד צבעים ,T ,17768,  ,יזמות ,75,2021
02/03/2021,548,סמיון - עבודות ריז 2 ,14000,  ,14000,העברה בנקאית - 28/01/21 ,הוצאות אייל ,T ,2098,הוצאות א ,ביצועים ,75,2021
02/03/2021,50500,איילת - תשלום 2 ,48000,8160,56160,העברה בנקאית - 02.02.21 ,אדריכלות - איילת ,F ,17915,גדות שעריה ,יזמות ,75,2021
02/08/2021,99082,החלפת מצבר ,513,87,600,  ,  ,F ,2101,  ,ביצועים ,75,2021
02/09/2021,254,בוני הארץ - התאחדות הקבלנים ,2133,  ,2133,אשראי ,הוצאות אייל ,T ,2657,"ריז 2 ת""א ",ביצועים ,76,2021
02/09/2021,14647,א. גבע חשמל ,2758,  ,2758,אשראי ,  ,T ,2780,צייטלין ,ביצועים ,80,2021
02/10/2021,213167183,טיפול לאוטו ,3373,573,3946,  ,  ,T ,2129,  ,ביצועים ,76,2021
02/15/2021 ,1603,שי לוזון - בונוס ביצועים ,8756,1489,10245,העברה בנקאית - חסרה חשבונית ,"עו""ד שי לוזון ",T ,17847,גדות מתן ,יזמות ,76,2021
02/17/2021 ,1342,ינובסקי - מהנדס אינסטלציה ,1200,204,1404,העברה בנקאית - 17.02.21 ,  ,T ,17854,גדות שעריה ,יזמות ,76,2021
02/18/2021 ,215000161,PVC עובי 3ממ ,245,42,287,  ,  ,T ,17857,  ,יזמות ,76,2021
02/24/2021 ,1448088,אגרות ביוב מיתב היתר בית קרקע פ-ת ,8869,1508,10376,העברה בנקאית - 24.02.21 ,היתרי בניה ,T ,17860,גדות שעריה ,יזמות ,76,2021
02/24/2021 ,91884,אגרות היתרי בניה בית קרקע פ-ת ,19653,  ,19653,אשראי ,היתרי בניה ,T ,17864,גדות שעריה ,יזמות ,76,2021
02/24/2021 ,139,"גמ""ח - קונסטרוקטור עיסא ",5000,850,5850,העברה בנקאית - 24.02.21 ,קונסטרוטור - עיסא ,T ,17867,גדות שעריה ,יזמות ,76,2021
02/25/2021 ,623189,חשבונית ירוקה - מנוי 2021 ,324,55,379,  ,  ,T ,17879,פיתוח עירוני ,יזמות ,76,2021
02/28/2021 ,  ,רואה חשבון 02 2021 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,76,2021
02/28/2021 ,  ,הלוואה 2 לאבן המוריה ,100000,  ,100000,העברה בנקאית ,  ,F ,  ,הוצאות א ,ביצועים ,76,2021
02/28/2021 ,5056163,מעודד - 21-02 ,81,14,95,  ,מעודד צבעים ,T ,17872,פיתוח עירוני ,יזמות ,76,2021
03/01/2021,914,"עו""ד נמרוד כנפי - תביעה עמית תשלום 2 ",10000,1700,11700,העברה בנקאית 26.02.21 ,שונות ,T ,17981,גדות מתן ,יזמות ,77,2021
03/01/2021,1745,שרון מזגנים משה שרת ,4200,  ,4200,שולם בשיק 10194 ,מזגנים - שרון ,T ,2144,  ,ביצועים ,76,2021
03/03/2021,1088,אדיר - טיפול ביתר בית קרקע ,20000,3400,23400,העברה בנקאית 04.03.21 ,אדיר ,T ,17984,גדות שעריה ,יזמות ,77,2021
03/10/2021,123278,דיו למדפסת ,195,33,228,  ,  ,T ,2207,  ,ביצועים ,77,2021
03/10/2021,191752,עצים צמחים - עירוני ט' ,5128,872,6000,  ,  ,T ,2210,  ,ביצועים ,77,2021
03/26/2021 ,29358240,אגרת חברות לשנת 2021 - גדות יזמות ,1133,  ,1133,  ,  ,T ,17988,  ,יזמות ,77,2021
03/26/2021 ,29372652,אגרת חברות לשנת 2021 - גדות ביצועים ,1133,  ,1133,  ,  ,T ,2216,פיתוח עירוני ,ביצועים ,77,2021
03/30/2021 ,  ,רואה חשבון 03 2021 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,76,2021
04/01/2021,  ,אייל - משכורת מרץ 20 ,17477,  ,17477,  ,  ,F ,  ,הוצאות א ,ביצועים ,76,2021
04/04/2021,344374,בדק בית - כלי עבודה ,157,  ,157,  ,  ,T ,2248,  ,ביצועים ,77,2021
04/04/2021,3125,אדריכלות ,4000,680,4680,שיק 10196 ,יואב חבזון ,T ,2251,ששת הימים ,ביצועים ,77,2021
04/05/2021,3329974,דובין - מנוע ,299,51,350,  ,  ,T ,2254,  ,ביצועים ,77,2021
04/06/2021,1983,שמאית - שושי שפירא ,4500,765,5265,העברה בנקאית - 05.04.21 ,שושי שפירא ,T ,18041,גדות שעריה ,יזמות ,77,2021
04/07/2021,1873,ח.י שרות - כרטיס ראשי ,256,44,300,  ,  ,T ,2259,  ,ביצועים ,77,2021
04/08/2021,368789,טלפון אייפון + מטען - KSP ,3105,  ,3105,  ,  ,T ,18027,  ,יזמות ,77,2021
04/09/2021,183423,מכשיר מדידה - KSP אילת ,940,  ,940,  ,  ,T ,2261,  ,ביצועים ,77,2021
04/12/2021,3321252398,ארכה - חומרי חשמל ,509,87,596,חשבונית זו שולמה בכרטיס אשראי בנפרד ,ארכה ,T ,18059,  ,יזמות ,78,2021
04/19/2021 ,50014,צפריר - קבלן ריז 2 - תשלום 4 ,1013515,172298,1185813,שולם בשיק 10197 עבור חשבונית 50014+ 50007 ,צפריר ,T ,2289,"ריז 2 ת""א ",ביצועים ,78,2021
04/20/2021 ,  ,אייל מזומן עבור תשלום עובדי ריצוף פרטי ,4000,  ,4000,"מזומן לאייל עבור הפועלים בבית בת""א ",  ,F ,  ,הוצאות א ,ביצועים ,76,2021
04/21/2021 ,2834,הום סנטר - משענת גב ,26,4,30,  ,  ,T ,18061,  ,יזמות ,78,2021
04/21/2021 ,102280,כתר פלסטיק - מתקן קולר ,249,42,291,אשראי ,  ,T ,2292,  ,ביצועים ,78,2021
04/21/2021 ,119837,גביעים לתחרויות בתוכנת פודיום ,204,35,239,גביעים לתחרויות בתוכנת פודיום ,  ,T ,2295,  ,ביצועים ,78,2021
04/22/2021 ,5655,FIVERR - תשלום עבור פיתוח תוכנה ,275,  ,275,  ,  ,T ,18124,  ,יזמות ,79,2021
04/24/2021 ,7799,FIVERR - תשלום עבור פיתוח תוכנה ,74,  ,74,  ,  ,T ,18127,  ,יזמות ,79,2021
04/26/2021 ,7733,פנגו 21-04 ,26,  ,26,  ,  ,T ,18063,  ,יזמות ,78,2021
04/27/2021 ,1920489,שירות ובדיקה ,290,  ,290,אשראי 8849 ,  ,T ,18066,  ,יזמות ,78,2021
04/27/2021 ,212503028,ארכה - 21-04 ,185,31,216,שולם באשראי 11.07.21 ,ארכה ,T ,18069,  ,יזמות ,78,2021
04/28/2021 ,1921003,כרטיס תצוגה ,739,  ,739,אשראי 8849 ,  ,T ,18072,  ,יזמות ,78,2021
04/30/2021 ,  ,רואה חשבון 04 2021 ,1500,255,1755,  ,  ,F ,  ,פיתוח עירוני ,ביצועים ,77,2021
04/30/2021 ,1755,עבור התקנת מזגן ,900,  ,900,שולם בשיק - 10198 ,מזגנים - שרון ,T ,2298,  ,ביצועים ,78,2021
05/01/2021,  ,אייל - משכורת אפריל 20 ,17477,  ,17477,  ,  ,F ,  ,הוצאות א ,ביצועים ,76,2021
05/13/2021 ,747,שמאי גיבתון - משה ברנע תשלום 1 ,3750,638,4388,שתי העברות בנקאית - 12.05.21 + 18.05.21 ,  ,T ,18133,  ,יזמות ,79,2021
05/19/2021 ,3435,מנוי רחיצת מכוניות ,1709,291,2000,  ,  ,F ,2411,  ,ביצועים ,79,2021
05/20/2021 ,749,שמאי גיבתון - משה ברנע תשלום 2 ,3750,638,4388,שתי העברות בנקאית - 12.05.21 + 18.05.21 ,  ,T ,6900,  ,יזמות ,79,2021
05/23/2021 ,103181,מצבר ,487,83,570,אשראי 5919 ,  ,T ,2430,  ,ביצועים ,79,2021
05/26/2021 ,43033556,טיפול לאוטו מוסך קרסו ,2214,376,2590,אשראי ,  ,T ,2433,  ,ביצועים ,79,2021
05/30/2021 ,  ,רואה חשבון 05 2021 ,1500,255,1755,  ,  ,F ,  ,פיתוח עירוני ,ביצועים ,77,2021
05/31/2021 ,56051,היפר גרף - הדפסות ,319,54,373,  ,היפר גרף הדפסות ,T ,  ,גדות שעריה ,יזמות ,79,2021
06/01/2021,  ,אייל - משכורת מאי 20 ,17447,  ,17447,  ,  ,F ,  ,הוצאות א ,ביצועים ,79,2021
06/04/2021,  ,"גדר צייטלין - מזומן ע""י אלי ",3600,  ,3600,  ,  ,F ,  ,צייטלין ,ביצועים ,79,2021
06/04/2021,271968,חומרי בנין - אחים וונטורה ,125,  ,125,  ,  ,T ,4541,צייטלין ,ביצועים ,79,2021
06/04/2021,271972,חומרי בנין - אחים וונטורה ,355,  ,355,  ,  ,T ,2447,צייטלין ,ביצועים ,79,2021
06/04/2021,  ,חשמלית עוז - חומרים ,1194,203,1397,  ,חשמלית עוז ,F ,  ,צייטלין ,ביצועים ,79,2021
06/04/2021,  ,שרלי - חומרים לגדר צייטלין ,30000,5100,35100,  ,שרלי - חומרי בנין ,F ,  ,צייטלין ,ביצועים ,79,2021
06/04/2021,271968,אחים ונטורה - חומרי בניין ,125,  ,125,  ,ונטורה אחים ,F ,2445,צייטלין ,ביצועים ,79,2021
06/04/2021,271972,אחים ונטורה - חומרי בניין ,355,  ,355,  ,ונטורה אחים ,F ,2448,צייטלין ,ביצועים ,79,2021
06/10/2021,  ,תשלום אגרת רישוי - פורד ,2387,  ,2387,  ,  ,T ,2450,  ,ביצועים ,79,2021
06/10/2021,1091,יוסי רחמים חומרי בנין - 10 מכולות ,10000,1700,11700,שולם בשיק 10199 ,יוסי רחמים ,T ,2455,צייטלין ,ביצועים ,79,2021
06/11/2021,210921,מוטי פרץ ,245,  ,245,אייל ,מוטי פרץ ,T ,2787,צייטלין ,ביצועים ,80,2021
06/13/2021 ,137,יאזדן - עובודת מיני ובובקט לפנוי והריסה ,12800,2176,14976,שיק מס 10200 ,  ,T ,2460,צייטלין ,ביצועים ,79,2021
06/17/2021 ,1304,קרמיק דיפו - ריצוף 30/60 צייטלין ,6835,1162,7997,שיק מס 10204 20.08.21 ,קרמיק דיפו ,T ,2467,צייטלין ,ביצועים ,80,2021
06/17/2021 ,1307,קרמיק דיפו - חיפוי שרותים לבן צייטלין ,1624,276,1900,שיק מס 10205 20.08.21 ,קרמיק דיפו ,T ,2470,צייטלין ,ביצועים ,80,2021
06/17/2021 ,500454,פיגומים מאיר מערכות צייטלין ,6500,1105,7605,שיק מס 10206 ,מאיר מערכות ,T ,2548,צייטלין ,ביצועים ,79,2021
06/17/2021 ,272404,חומרי בניין - אחים וונטורה (אייל) ,1024,  ,1024,  ,  ,T ,2476,צייטלין ,ביצועים ,79,2021
06/17/2021 ,4324,FIVERR - תשלום עבור פיתוח תוכנה ,610,104,714,  ,  ,T ,18130,  ,יזמות ,79,2021
06/17/2021 ,182654,מחשב נייד ,3462,588,4050,אשראי ,  ,T ,2479,צייטלין ,ביצועים ,79,2021
06/17/2021 ,272404,אחים ונטורה - חומרי בניין ,1024,  ,1024,  ,ונטורה אחים ,F ,2475,צייטלין ,ביצועים ,79,2021
06/18/2021 ,10104,גמורה הנדסה - צייטלין תשלום 1 ,8400,1428,9828,"שולם בשני שיקים 10202=8,400 10203=1,428 ",גמורה הנדסה ,T ,2494,צייטלין ,ביצועים ,79,2021
06/20/2021 ,139,יאזדן - בובקט לפינוי פסולת ,1000,170,1170,העברה בנקאית ,  ,T ,2500,צייטלין ,ביצועים ,79,2021
06/21/2021 ,19202,חומרי בניין - ראובן (אייל) ,285,  ,285,  ,  ,T ,2507,צייטלין ,ביצועים ,79,2021
06/21/2021 ,6475,נקסטפרו - מוניטור ,252,43,295,שולם במזומן ,  ,T ,2509,  ,ביצועים ,79,2021
06/21/2021 ,19202,כהן ראובן חומרי בניין ,285,  ,285,אייל ,  ,T ,2506,צייטלין ,ביצועים ,79,2021
06/22/2021 ,1112,אדיר - תשלום עבור החלטת וועדה ,125000,21250,146250,העברה בנקאית - 23.06.21 ,אדיר ,T ,6923,גדות שעריה ,יזמות ,79,2021
06/22/2021 ,1333,קרמיק דיפו - חיפוי ריצוף שרותים צייטלין ,808,137,945,שיק 10221 עס 1147 עבור חשבוניות 1333 + 1402 ,קרמיק דיפו ,T ,2512,צייטלין ,ביצועים ,79,2021
06/23/2021 ,6396,חומרי בניין - אחים וונטורה (אייל) ,80,  ,80,  ,  ,T ,2515,צייטלין ,ביצועים ,79,2021
06/24/2021 ,10114,גמורה הנדסה - צייטלין תשלום 2 ,56100,9537,65637,"שולם בשני שיקים 10209=56,100 10210=9,537 ",גמורה הנדסה ,T ,2518,צייטלין ,ביצועים ,79,2021
06/24/2021 ,152105,"חשמלית עוז - חומרים אייל שיפוץ דירה ת""א ",2040,347,2387,שולם בשיק - 10254 לתאריך 30.09.21 ,חשמלית עוז ,T ,2525,הוצאות א ,ביצועים ,79,2021
06/28/2021 ,1626,יוסי רחמים תשלום 2 ,12600,2142,14742,"שולם בשיק 10211 סך 41,581 עבור חשבוניות 1626,1627 וזיכוי 69 ",יוסי רחמים ,T ,2530,צייטלין ,ביצועים ,79,2021
06/28/2021 ,1627,יוסי רחמים תשלום 3 ,23739,4036,27775,"שולם בשיק 10211 סך 41,581 עבור חשבוניות 1626,1627 וזיכוי 69 ",יוסי רחמים ,T ,2533,צייטלין ,ביצועים ,79,2021
06/28/2021 ,69,יוסי רחמים תשלום 4 ,-800,-136,-936,"שולם בשיק 10211 סך 41,581 עבור חשבוניות 1626,1627 וזיכוי 69 ",יוסי רחמים ,T ,2536,צייטלין ,ביצועים ,79,2021
06/28/2021 ,276596,אחים ונטורה ,98,  ,98,אייל ,ונטורה אחים ,T ,2790,צייטלין ,ביצועים ,80,2021
06/28/2021 ,225778,רוסגבס ,487,83,570,אייל ,  ,T ,2793,צייטלין ,ביצועים ,80,2021
06/29/2021 ,529,שי פרטוש ,100000,17000,117000,שולם בשיק 10551 ,"עו""ד שי פרטוש ",T ,18147,גדות שעריה ,יזמות ,80,2021
06/30/2021 ,  ,רואה חשבון 06 2021 ,1500,255,1755,  ,  ,F ,  ,צייטלין ,ביצועים ,77,2021
06/30/2021 ,  ,ביטוח עבודות קטנות ,4000,  ,4000,שולם בהעברה בנקאית 29/06/21 ,  ,T ,2717,צייטלין ,ביצועים ,79,2021
06/30/2021 ,10131,גמורה הנדסה - צייטלין תשלום 3 ,40000,6800,46800,"שולם בשני שיקים 10212=40,000 10213=6,800 ",גמורה הנדסה ,T ,2541,צייטלין ,ביצועים ,79,2021
06/30/2021 ,1770,FIVERR - תשלום עבור פיתוח תוכנה ,252,43,295,  ,  ,T ,18153,  ,יזמות ,79,2021
06/30/2021 ,50054,הקמת פיגומים צייטלין מאיר סיסטמס ,6500,1105,7605,שולם בשיק - 10206 לתאריך 30.07.21 ,  ,T ,2547,צייטלין ,ביצועים ,79,2021
06/30/2021 ,162017856,שפיר בטון - 21-06 ,6860,1166,8026,העברה בנקאית - 14.09.21 ,שפיר בטון ,T ,2553,צייטלין ,ביצועים ,79,2021
06/30/2021 ,100479,שרלי - 21-06 ,25318,4304,29622,אשראי 6 תשלומים 28/07/21 ,שרלי - חומרי בנין ,T ,3172,צייטלין ,ביצועים ,80,2021
06/30/2021 ,334,כהן שחר - אינסטלציה ,275,  ,275,אשראי ,  ,F ,2559,  ,ביצועים ,79,2021
06/30/2021 ,600022783,דלקן 21-06 ,1286,219,1505,  ,  ,F ,2562,  ,ביצועים ,79,2021
06/30/2021 ,10142,גמורה הנדסה - צייטלין תשלום 4 ,37800,6426,44226,"שולם בשני שיקים 10215=37,800 10216=6,426 ",גמורה הנדסה ,T ,2565,צייטלין ,ביצועים ,79,2021
06/30/2021 ,4514,יעל משאבות - משאבות בטון לצייטלין ,800,136,936,"העברה בתאריך 29.12.21 ע""ס 2,223 עבור חשבוניות 5237, 4514 ",יעל משאבות ,T ,2806,צייטלין ,ביצועים ,76,2021
06/30/2021 ,10157,גמורה הנדסה - צייטלין תשלום 5 ,47500,8075,55575,"שולם בשני שיקים 10220=8,075 10219=47,500 ",גמורה הנדסה ,T ,2809,צייטלין ,ביצועים ,80,2021
06/30/2021 ,213067,מוטי פרץ ,950,  ,950,אייל ,מוטי פרץ ,T ,2816,צייטלין ,ביצועים ,80,2021
07/01/2021,  ,אייל - משכורת יוני 20 ,17447,  ,17447,  ,  ,F ,  ,הוצאות א ,ביצועים ,79,2021
07/01/2021,2540655,ארכה ,94,16,110,אייל ,ארכה ,T ,2819,צייטלין ,ביצועים ,80,2021
07/01/2021,21512628,או שי חשמל ,126,21,147,אייל ,אור שי - חשמל ,T ,2822,צייטלין ,ביצועים ,80,2021
07/02/2021,7004775,הום סנטר וילונות ,375,64,439,  ,  ,T ,  ,  ,יזמות ,81,2021
07/04/2021,21512701,אור שי - חשמל ,559,95,654,  ,אור שי - חשמל ,T ,2825,צייטלין ,ביצועים ,80,2021
07/04/2021,276820,אחים ונטורה ,505,  ,505,  ,ונטורה אחים ,T ,2828,צייטלין ,ביצועים ,80,2021
07/05/2021,276899,אחים ונטורה ,100,  ,100,אייל ,ונטורה אחים ,T ,2831,צייטלין ,ביצועים ,80,2021
07/05/2021,276869,אחים ונטורה ,286,  ,286,אייל ,ונטורה אחים ,T ,2834,צייטלין ,ביצועים ,80,2021
